+22.18,1714141739,+22.18,1714141748,+22.18,1714141758,+22.18,1714141768,+22.18,1714141778,+22.18,1714141788,
+22.18,1714141801,+22.18,1714141811,+22.18,1714141821,+22.18,1714141831,+22.18,1714141841,+22.18,1714141851,
+22.18,1714141657,+22.18,1714141667,+22.18,1714141677,+22.18,1714141687,+22.18,1714141697,+22.18,1714141707,
+22.18,1714141864,+22.18,1714141874,+22.18,1714141884,+22.18,1714141894,+22.18,1714141904,+22.18,1714141914,
+22.18,1714141927,+22.18,1714141937,+22.18,1714141947,+22.18,1714141957,+22.18,1714141967,+22.18,1714141977,
+22.18,1714141927,+22.18,1714141937,+22.18,1714141947,+22.18,1714141957,+22.18,1714141967,+22.18,1714141977,
+22.18,1714141990,+22.18,1714142000,+22.18,1714142010,+22.18,1714142020,+22.18,1714142030,+22.18,1714142040,
+22.18,1714142053,+22.18,1714142063,+22.18,1714142073,+22.18,1714142083,+22.18,1714142093,+22.18,1714142103,
+22.18,1714142053,+22.18,1714142063,+22.18,1714142073,+22.18,1714142083,+22.18,1714142093,+22.18,1714142103,
+22.18,1714142107,+22.18,1714142117,+22.18,1714142127,+22.18,1714142137,+22.18,1714142147,+22.18,1714142157,
+22.18,1714142170,+22.18,1714142180,+22.18,1714142190,+22.18,1714142200,+22.18,1714142210,+22.18,1714142220,
+22.18,1714142233,+22.18,1714142243,+22.18,1714142253,+22.18,1714142263,+22.18,1714142273,+22.18,1714142283,
+22.18,1714142296,+22.18,1714142306,+22.18,1714142316,+22.18,1714142326,+22.18,1714142336,+22.18,1714142346,
+22.18,1714142359,+22.18,1714142369,+22.18,1714142379,+22.18,1714142389,+22.18,1714142399,+22.18,1714142409,
+22.18,1714142422,+22.18,1714142432,+22.18,1714142442,+22.18,1714142452,+22.18,1714142462,+22.18,1714142472,
+22.18,1714142485,+22.18,1714142495,+22.18,1714142505,+22.18,1714142515,+22.18,1714142525,+22.18,1714142535,
+22.18,1714142548,+22.18,1714142558,+22.18,1714142568,+22.18,1714142578,+22.18,1714142588,--22.18,1714142598,
+22.18,1714142611,+22.18,1714142621,+22.18,1714142631,+22.18,1714142641,+22.18,1714142651,+22.18,1714142661,
+22.18,1714142674,+22.18,1714142684,+22.18,1714142694,+22.18,1714142704,+22.18,1714142714,+22.18,1714142724,
+22.18,1714142737,+22.18,1714142747,+22.18,1714142757,+22.18,1714142767,+22.18,1714142777,+22.18,1714142787,
+22.18,1714142800,+22.18,1714142810,+22.18,1714142820,+22.18,1714142830,+22.18,1714142840,+22.18,1714142850,
+22.18,1714142863,+22.18,1714142873,+22.18,1714142883,+22.18,1714142893,+22.18,1714142903,+22.18,1714142913,
+22.18,1714142926,+22.18,1714142936,+22.18,1714142946,+22.18,1714142956,+22.18,1714142966,+22.18,1714142976,
+22.18,1714142989,+22.18,1714142999,+22.18,1714143009,+22.18,1714143019,+22.18,1714143029,+22.18,1714143039,
+22.18,1714143052,+22.18,1714143062,+22.18,1714143072,+22.18,1714143082,+22.18,1714143092,+22.18,1714143102,
+22.18,1714143115,+22.18,1714143125,+22.18,1714143135,+22.18,1714143145,+22.18,1714143155,+22.18,1714143165,
+22.18,1714143178,+22.18,1714143188,+22.18,1714143198,+22.18,1714143208,+22.18,1714143218,+22.18,1714143228,
+22.18,1714143241,+22.18,1714143251,+22.18,1714143261,+22.18,1714143271,+22.18,1714143281,+22.18,1714143291,
+22.18,1714143304,+22.18,1714143314,+22.18,1714143324,+22.18,1714143334,+22.18,1714143344,+22.18,1714143354,
+22.18,1714143367,+22.18,1714143377,+22.18,1714143387,+22.18,1714143397,+22.18,1714143407,+22.18,1714143417,
+22.18,1714143430,+22.18,1714143440,+22.18,1714143450,+22.18,1714143460,+22.18,1714143470,+22.18,1714143480,
+22.18,1714143493,+22.18,1714143503,+22.18,1714143513,+22.18,1714143523,+22.18,1714143533,+22.18,1714143543,
+22.18,1714143556,+22.18,1714143566,+22.18,1714143576,+22.18,1714143586,+22.18,1714143596,+22.18,1714143606,
+22.18,1714143619,+22.18,1714143629,+22.18,1714143639,+22.18,1714143649,+22.18,1714143659,+22.18,1714143669,
+22.18,1714143682,+22.18,1714143692,+22.18,1714143702,+22.18,1714143712,+22.18,1714143722,+22.18,1714143732,
+22.18,1714143745,+22.18,1714143755,+22.18,1714143765,+22.18,1714143775,+22.18,1714143785,+22.18,1714143795,
+22.18,1714143808,+22.18,1714143818,+22.18,1714143828,+22.18,1714143838,+22.18,1714143848,+22.18,1714143858,
+22.18,1714143871,+22.18,1714143881,+22.18,1714143891,+22.18,1714143901,+22.18,1714143911,+22.18,1714143921,
+22.18,1714143934,+22.18,1714143944,+22.18,1714143954,+22.18,1714143964,+22.18,1714143974,+22.18,1714143984,
+22.18,1714143997,+22.18,1714144007,+22.18,1714144017,+22.18,1714144027,+22.18,1714144037,+22.18,1714144047,
+22.18,1714144060,+22.18,1714144070,+22.18,1714144080,+22.18,1714144090,+22.18,1714144100,+22.18,1714144110,
+22.18,1714144123,+22.18,1714144133,+22.18,1714144143,+22.18,1714144153,+22.18,1714144163,+22.18,1714144173,
+22.18,1714144186,+22.18,1714144196,+22.18,1714144206,+22.18,1714144216,+22.18,1714144226,+22.18,1714144236,
+22.18,1714144249,+22.18,1714144259,+22.18,1714144269,+22.18,1714144279,+22.18,1714144289,+22.18,1714144299,
